Suburb,Rooms,Price,Date,Bedroom2,Bathroom,BuildingArea,YearBuilt,Regionname
Ashburton,3,968000,18/06/2016,3,1,,,Southern Metropolitan
Ashburton,3,900000,19/11/2016,3,2,110,1990,Southern Metropolitan
Ashburton,3,1500000,22/05/2016,3,1,,,Southern Metropolitan
Ashburton,5,2752000,22/08/2016,6,4,390,2010,Southern Metropolitan
Ashburton,3,1500000,22/08/2016,3,2,139,1945,Southern Metropolitan
Ashburton,4,1800000,25/02/2017,4,2,206,1950,Southern Metropolitan
Ashburton,3,1830000,25/02/2017,3,2,168,1940,Southern Metropolitan
Ashburton,3,1415000,27/06/2016,3,1,111,1950,Southern Metropolitan
Ashburton,2,1440000,27/06/2016,2,1,104,1940,Southern Metropolitan
Ashburton,4,1250000,27/11/2016,4,2,199,2007,Southern Metropolitan
Ashburton,3,1422000,27/11/2016,3,1,,,Southern Metropolitan
Ashburton,5,1600000,27/11/2016,5,3,266,1950,Southern Metropolitan
Ashburton,4,1860000,27/11/2016,4,2,274,2000,Southern Metropolitan
Ashburton,3,1710000,27/11/2016,3,2,,1990,Southern Metropolitan
Ashburton,4,1790000,28/05/2016,4,2,240,1935,Southern Metropolitan
Ashburton,4,1950000,28/05/2016,4,2,278,1940,Southern Metropolitan
Ashburton,3,1600000,28/05/2016,3,1,,,Southern Metropolitan
Ashburton,3,1320000,28/08/2016,3,1,,,Southern Metropolitan
Ashburton,3,1650000,28/08/2016,3,1,164,1947,Southern Metropolitan
Ashwood,2,995000,3/9/2016,2,1,,1950,Southern Metropolitan
Ashwood,3,1250000,3/12/2016,3,1,,,Southern Metropolitan
Ashwood,3,1045000,4/3/2017,3,2,,,Southern Metropolitan
Ashwood,4,1200000,4/3/2017,4,3,201,2016,Southern Metropolitan
Ashwood,2,1075000,4/6/2016,2,1,114,1950,Southern Metropolitan
Ashwood,4,1500000,6/8/2016,2,2,203,2000,Southern Metropolitan
Ashwood,3,1120000,7/5/2016,3,1,,,Southern Metropolitan
Ashwood,2,700000,7/11/2016,2,1,110,1970,Southern Metropolitan
Ashwood,3,761000,7/11/2016,3,2,94,1950,Southern Metropolitan
Ashwood,4,1270000,8/10/2016,4,2,,,Southern Metropolitan
Ashwood,4,1510000,8/10/2016,4,2,,,Southern Metropolitan
Ashwood,3,1365000,10/9/2016,3,1,792,1950,Southern Metropolitan
Ashwood,4,1100000,10/12/2016,3,2,152,1970,Southern Metropolitan
Ashwood,4,1415000,13/08/2016,4,3,,,Southern Metropolitan
Ashwood,2,690000,14/05/2016,2,1,90,2003,Southern Metropolitan
Ashwood,3,1631000,15/10/2016,3,2,215,1950,Southern Metropolitan
Ashwood,4,1500000,15/10/2016,4,2,255,1930,Southern Metropolitan
Ashwood,3,1060000,16/07/2016,2,1,,,Southern Metropolitan
Ashwood,5,1529500,17/09/2016,5,3,317,2000,Southern Metropolitan
Ashwood,2,600000,18/03/2017,2,1,80,1970,Southern Metropolitan
Ashwood,2,535000,18/06/2016,2,1,,,Southern Metropolitan
Ashwood,3,785000,19/11/2016,3,1,,1960,Southern Metropolitan
Ashwood,4,1240000,19/11/2016,4,2,192,1950,Southern Metropolitan
Ashwood,2,700000,22/08/2016,2,1,88,2007,Southern Metropolitan
Ashwood,4,1350000,24/09/2016,4,2,,,Southern Metropolitan
Ashwood,2,1110000,24/09/2016,2,1,86,1950,Southern Metropolitan
Ashwood,3,1305000,25/02/2017,3,1,120,1960,Southern Metropolitan
Ashwood,3,855000,25/02/2017,3,2,85,1958,Southern Metropolitan
Ashwood,3,900500,27/11/2016,3,2,134,2012,Southern Metropolitan
Ashwood,3,1200000,28/05/2016,3,2,198,1970,Southern Metropolitan
Ashwood,3,830000,28/08/2016,2,1,130,2012,Southern Metropolitan
Avondale Heights,3,850000,3/9/2016,3,1,118,1970,Western Metropolitan
Avondale Heights,3,750000,3/9/2016,3,1,103,1980,Western Metropolitan
Avondale Heights,3,851000,3/12/2016,3,3,181,2017,Western Metropolitan
Avondale Heights,3,848000,4/3/2017,3,1,,,Western Metropolitan
Avondale Heights,4,806000,4/3/2017,4,2,,2008,Western Metropolitan
Avondale Heights,4,1155000,4/6/2016,3,2,225,2008,Western Metropolitan
Avondale Heights,3,670000,4/6/2016,3,2,,,Western Metropolitan
Avondale Heights,4,1200000,4/6/2016,4,5,,,Western Metropolitan
Avondale Heights,3,636000,4/6/2016,2,1,,,Western Metropolitan
Avondale Heights,3,680000,6/8/2016,3,1,120,1970,Western Metropolitan
Avondale Heights,4,1160000,7/5/2016,4,3,,,Western Metropolitan
Avondale Heights,3,750000,8/10/2016,3,1,,,Western Metropolitan
Avondale Heights,3,627500,8/10/2016,3,1,143,1970,Western Metropolitan
Avondale Heights,3,880000,8/10/2016,3,2,,,Western Metropolitan
Avondale Heights,4,950000,10/12/2016,4,3,281,1970,Western Metropolitan
Avondale Heights,4,1600000,10/12/2016,4,3,,,Western Metropolitan
Avondale Heights,2,585000,11/2/2017,2,1,,2012,Western Metropolitan
Avondale Heights,3,650000,15/10/2016,3,1,,,Western Metropolitan
Avondale Heights,3,725000,15/10/2016,3,1,,,Western Metropolitan
Avondale Heights,3,665000,16/04/2016,3,2,,,Western Metropolitan
Avondale Heights,3,560500,16/04/2016,3,1,,,Western Metropolitan
Avondale Heights,3,615000,16/07/2016,3,1,,,Western Metropolitan
Avondale Heights,3,845000,16/07/2016,3,1,,,Western Metropolitan
Avondale Heights,3,585000,17/09/2016,3,1,,,Western Metropolitan
Avondale Heights,2,440000,18/03/2017,2,1,,1999,Western Metropolitan
Avondale Heights,3,850000,18/03/2017,3,1,149,,Western Metropolitan
Avondale Heights,5,850000,18/06/2016,5,2,,,Western Metropolitan
Avondale Heights,3,705000,22/05/2016,3,1,106,1960,Western Metropolitan
Avondale Heights,4,1100000,22/05/2016,4,3,395,1992,Western Metropolitan
Avondale Heights,3,892500,22/05/2016,3,1,118,1965,Western Metropolitan
Avondale Heights,3,695000,23/04/2016,3,1,,,Western Metropolitan
Avondale Heights,2,522500,24/09/2016,2,1,101,1995,Western Metropolitan
Avondale Heights,4,680000,24/09/2016,4,2,140,1960,Western Metropolitan
Avondale Heights,3,500000,24/09/2016,3,1,,1990,Western Metropolitan
Avondale Heights,2,550000,24/09/2016,2,1,,1993,Western Metropolitan
Avondale Heights,3,730000,25/02/2017,3,2,,,Western Metropolitan
Avondale Heights,3,875000,25/02/2017,3,1,117,1960,Western Metropolitan
Avondale Heights,3,850000,25/02/2017,3,2,,,Western Metropolitan
Avondale Heights,3,635000,26/07/2016,3,1,,,Western Metropolitan
Avondale Heights,4,762000,26/07/2016,4,2,150,1961,Western Metropolitan
Avondale Heights,2,411000,27/11/2016,2,1,85,1995,Western Metropolitan
Avondale Heights,4,790000,27/11/2016,4,2,,,Western Metropolitan
Avondale Heights,4,605000,27/11/2016,4,1,,,Western Metropolitan
Avondale Heights,3,805000,27/11/2016,3,2,103,1970,Western Metropolitan
Avondale Heights,4,890000,27/11/2016,4,2,,1960,Western Metropolitan
Avondale Heights,3,795000,28/05/2016,3,1,,,Western Metropolitan
Avondale Heights,3,634000,28/05/2016,4,2,153,1950,Western Metropolitan
Avondale Heights,3,642000,28/08/2016,3,1,,1960,Western Metropolitan
Avondale Heights,3,863000,28/08/2016,3,2,,,Western Metropolitan
Avondale Heights,3,740000,28/08/2016,3,1,,,Western Metropolitan
Balaclava,4,1819000,3/9/2016,3,2,180,1900,Southern Metropolitan
Balaclava,2,410000,3/12/2016,2,1,61,1965,Southern Metropolitan
Balaclava,1,280000,7/5/2016,1,1,,,Southern Metropolitan
Balaclava,2,1015000,7/11/2016,2,1,120,2000,Southern Metropolitan
Balaclava,2,502500,15/10/2016,2,1,65,1960,Southern Metropolitan
Balaclava,2,520000,15/10/2016,2,1,58,1970,Southern Metropolitan
Balaclava,2,442000,17/09/2016,2,1,61,1960,Southern Metropolitan
Balaclava,3,1193000,18/06/2016,3,1,100,1920,Southern Metropolitan
Balaclava,2,416000,18/06/2016,2,1,49,1960,Southern Metropolitan
Balaclava,2,820000,19/11/2016,2,1,,,Southern Metropolitan
Balaclava,2,474000,22/05/2016,2,1,59,1970,Southern Metropolitan
Balaclava,2,981000,25/02/2017,2,1,84,1930,Southern Metropolitan
Balaclava,3,1690000,25/02/2017,3,2,159,1890,Southern Metropolitan
Balaclava,2,540000,27/06/2016,2,1,51,1970,Southern Metropolitan
Balaclava,3,1080000,27/06/2016,3,1,,1928,Southern Metropolitan
Balaclava,1,500000,27/11/2016,1,1,,,Southern Metropolitan
Balaclava,2,497500,28/08/2016,2,0,,,Southern Metropolitan
Balwyn,2,2100000,3/9/2016,2,1,123,1920,Southern Metropolitan
Balwyn,4,1800000,3/9/2016,4,2,218,1985,Southern Metropolitan
Balwyn,2,1255000,3/9/2016,2,1,129,2000,Southern Metropolitan
Balwyn,3,1070000,3/12/2016,3,2,112,1998,Southern Metropolitan
Balwyn,5,2570000,3/12/2016,5,3,420,2009,Southern Metropolitan
Balwyn,4,2400000,3/12/2016,4,2,226,1985,Southern Metropolitan
Balwyn,3,2200000,3/12/2016,3,3,266,,Southern Metropolitan
Balwyn,5,3250000,3/12/2016,5,5,410,,Southern Metropolitan
Balwyn,2,806000,3/12/2016,2,1,97,1977,Southern Metropolitan
Balwyn,6,4000000,3/12/2016,6,4,449,1935,Southern Metropolitan
Balwyn,2,1215000,3/12/2016,2,2,,,Southern Metropolitan
Balwyn,5,2250000,3/12/2016,5,3,356,2006,Southern Metropolitan
Balwyn,2,812000,4/3/2017,2,1,,,Southern Metropolitan
Balwyn,3,1140000,4/6/2016,3,2,,1976,Southern Metropolitan
Balwyn,3,2330000,4/6/2016,3,2,,,Southern Metropolitan
Balwyn,5,2800000,4/6/2016,5,3,349,2001,Southern Metropolitan
Balwyn,2,605000,4/6/2016,2,1,,,Southern Metropolitan
Balwyn,3,1255000,4/6/2016,3,2,,,Southern Metropolitan
Balwyn,2,1850000,6/8/2016,3,1,166,1930,Southern Metropolitan
Balwyn,2,805000,6/8/2016,3,1,,1975,Southern Metropolitan
Balwyn,3,700000,7/5/2016,3,1,110,1970,Southern Metropolitan
Balwyn,4,2130000,7/5/2016,4,2,,,Southern Metropolitan
Balwyn,2,500000,7/5/2016,2,1,72,1960,Southern Metropolitan
Balwyn,3,2125000,7/5/2016,3,2,252,1985,Southern Metropolitan
Balwyn,4,1800000,8/10/2016,3,2,200,1948,Southern Metropolitan
Balwyn,2,635000,8/10/2016,2,1,70,2014,Southern Metropolitan
Balwyn,2,526000,10/9/2016,2,1,73,1960,Southern Metropolitan
Balwyn,1,390000,10/9/2016,1,1,,,Southern Metropolitan
Balwyn,3,905000,10/12/2016,3,1,150,1995,Southern Metropolitan
Balwyn,4,1750000,10/12/2016,4,3,308,2016,Southern Metropolitan
Balwyn,2,760000,10/12/2016,2,1,100,1960,Southern Metropolitan
Balwyn,4,3180000,10/12/2016,4,3,,,Southern Metropolitan
Balwyn,3,1367000,10/12/2016,3,2,164,2003,Southern Metropolitan
Balwyn,5,3600000,10/12/2016,5,3,,,Southern Metropolitan
Balwyn,5,2550000,10/12/2016,5,3,,1930,Southern Metropolitan
Balwyn,4,1400000,12/11/2016,4,3,240,2009,Southern Metropolitan
Balwyn,4,3270000,12/11/2016,4,2,241,1927,Southern Metropolitan
Balwyn,2,625000,13/08/2016,2,1,104,1960,Southern Metropolitan
Balwyn,2,700000,13/08/2016,2,1,,,Southern Metropolitan
Balwyn,3,1860000,14/05/2016,3,1,465,,Southern Metropolitan
Balwyn,4,2730000,15/10/2016,4,3,336,1997,Southern Metropolitan
Balwyn,5,2020000,16/04/2016,5,2,,,Southern Metropolitan
Balwyn,2,460000,16/04/2016,2,1,79,1950,Southern Metropolitan
Balwyn,4,2250000,16/07/2016,3,1,,,Southern Metropolitan
Balwyn,2,1053000,16/07/2016,2,1,98,1985,Southern Metropolitan
Balwyn,3,1800000,16/07/2016,3,2,,1980,Southern Metropolitan
Balwyn,3,1472000,16/07/2016,3,2,170,1995,Southern Metropolitan
Balwyn,3,2120000,17/09/2016,3,1,,,Southern Metropolitan
Balwyn,3,1910000,17/09/2016,3,1,,,Southern Metropolitan
Balwyn,2,754000,18/03/2017,2,1,88,1990,Southern Metropolitan
Balwyn,5,3000000,18/06/2016,5,5,,,Southern Metropolitan
Balwyn,5,3400000,18/06/2016,5,6,502,,Southern Metropolitan
Balwyn,4,2188000,19/11/2016,4,2,253,1981,Southern Metropolitan
Balwyn,2,755000,19/11/2016,2,1,92,1980,Southern Metropolitan
Balwyn,4,2900000,22/05/2016,4,3,,,Southern Metropolitan
Balwyn,4,3290000,22/05/2016,4,3,350,1910,Southern Metropolitan
Balwyn,5,2665000,22/08/2016,4,3,,,Southern Metropolitan
Balwyn,4,1801000,22/08/2016,4,2,,,Southern Metropolitan
Balwyn,4,2410000,24/09/2016,4,2,207,1940,Southern Metropolitan
Balwyn,2,650000,24/09/2016,2,1,150,1960,Southern Metropolitan
Balwyn,4,2275000,25/02/2017,4,2,,,Southern Metropolitan
Balwyn,5,2810000,25/02/2017,5,3,,,Southern Metropolitan
Balwyn,3,1385000,25/02/2017,3,2,,,Southern Metropolitan
Balwyn,4,2000000,27/06/2016,3,1,291,1930,Southern Metropolitan
Balwyn,4,1900000,27/11/2016,4,2,155,1940,Southern Metropolitan
Balwyn,3,3401000,27/11/2016,3,2,166,1930,Southern Metropolitan
Balwyn,3,1750000,27/11/2016,3,2,193,1943,Southern Metropolitan
Balwyn,5,4000000,27/11/2016,5,4,,,Southern Metropolitan
Balwyn,3,1100000,28/05/2016,3,2,,1940,Southern Metropolitan
Balwyn,5,3020000,28/05/2016,5,3,420,2009,Southern Metropolitan
Balwyn,3,2950000,28/05/2016,4,2,,,Southern Metropolitan
Balwyn,5,2450000,28/05/2016,4,2,260,1960,Southern Metropolitan
Balwyn,3,1912000,28/05/2016,2,1,,,Southern Metropolitan
Balwyn,2,730000,28/08/2016,2,1,80,1960,Southern Metropolitan
Balwyn,5,3900000,28/08/2016,5,7,,,Southern Metropolitan
Balwyn,3,1500000,28/08/2016,3,2,190,2011,Southern Metropolitan
Balwyn,3,1850000,28/08/2016,3,1,,1950,Southern Metropolitan
Balwyn,4,1700000,30/07/2016,3,1,115,1935,Southern Metropolitan
Balwyn,2,1010000,30/07/2016,2,0,,,Southern Metropolitan
Balwyn North,3,1315000,3/9/2016,3,2,167,2000,Southern Metropolitan
Balwyn North,3,1500000,3/9/2016,3,2,154,1950,Southern Metropolitan
Balwyn North,4,3230000,3/9/2016,4,4,275,1960,Southern Metropolitan
Balwyn North,2,1080000,3/9/2016,2,1,,,Southern Metropolitan
Balwyn North,7,1350000,3/12/2016,7,2,,,Southern Metropolitan
Balwyn North,4,1905000,3/12/2016,4,2,185,1955,Southern Metropolitan
Balwyn North,5,3300000,3/12/2016,5,4,477,2015,Southern Metropolitan
Balwyn North,4,1900000,3/12/2016,4,2,215,1955,Southern Metropolitan
Balwyn North,3,2251000,3/12/2016,3,1,137,1950,Southern Metropolitan
Balwyn North,4,2205000,3/12/2016,4,2,214,1950,Southern Metropolitan
Balwyn North,3,1265000,3/12/2016,3,2,160,2011,Southern Metropolitan
Balwyn North,3,2000000,4/3/2017,3,1,,,Southern Metropolitan
Balwyn North,4,1750000,4/3/2017,4,2,185,1960,Southern Metropolitan
Balwyn North,3,1450000,4/3/2017,3,1,124,1950,Southern Metropolitan
Balwyn North,4,2614000,4/3/2017,4,2,150,1955,Southern Metropolitan
Balwyn North,4,1825000,4/3/2017,4,2,225,1958,Southern Metropolitan
Balwyn North,4,2550000,4/3/2017,4,1,,,Southern Metropolitan
Balwyn North,4,1570000,4/6/2016,4,2,,,Southern Metropolitan
Balwyn North,5,3250000,6/8/2016,3,4,520,2013,Southern Metropolitan
Balwyn North,4,1750000,6/8/2016,4,3,,,Southern Metropolitan
Balwyn North,3,1150000,6/8/2016,3,2,144,2003,Southern Metropolitan
Balwyn North,3,1575000,6/8/2016,3,2,,1953,Southern Metropolitan
Balwyn North,6,1505000,7/5/2016,4,2,,,Southern Metropolitan
Balwyn North,4,1572000,7/5/2016,4,2,330,1965,Southern Metropolitan
Balwyn North,4,1500000,7/5/2016,3,2,,,Southern Metropolitan
Balwyn North,4,1400000,7/5/2016,4,2,,,Southern Metropolitan
Balwyn North,5,1750000,7/11/2016,5,3,365,2013,Southern Metropolitan
Balwyn North,4,1850000,7/11/2016,4,2,254,1990,Southern Metropolitan
Balwyn North,3,1480000,7/11/2016,3,1,,,Southern Metropolitan
Balwyn North,4,1400000,8/10/2016,4,2,,,Southern Metropolitan
Balwyn North,4,2130000,8/10/2016,4,3,275,1970,Southern Metropolitan
Balwyn North,3,1050000,8/10/2016,3,2,,,Southern Metropolitan
Balwyn North,5,3690000,8/10/2016,4,4,154,1967,Southern Metropolitan
Balwyn North,4,1740000,10/9/2016,4,2,275,1993,Southern Metropolitan
Balwyn North,4,2575000,10/9/2016,4,3,355,2006,Southern Metropolitan
Balwyn North,4,1388800,10/9/2016,3,2,247,1970,Southern Metropolitan
Balwyn North,4,1702000,10/12/2016,4,2,,1939,Southern Metropolitan
Balwyn North,4,1800000,10/12/2016,4,2,165,1960,Southern Metropolitan
Balwyn North,4,2910000,10/12/2016,4,3,247,1992,Southern Metropolitan
Balwyn North,2,1400000,10/12/2016,2,1,,,Southern Metropolitan
Balwyn North,2,860000,10/12/2016,2,2,,,Southern Metropolitan
Balwyn North,4,1670000,11/3/2017,4,3,,,Southern Metropolitan
Balwyn North,5,1500000,12/6/2016,3,1,,1950,Southern Metropolitan
Balwyn North,5,2200000,12/6/2016,5,3,355,1955,Southern Metropolitan
Balwyn North,4,1350000,12/11/2016,4,2,,,Southern Metropolitan
Balwyn North,5,2070000,12/11/2016,5,2,,,Southern Metropolitan
Balwyn North,3,1300000,12/11/2016,3,1,,,Southern Metropolitan
Balwyn North,3,1700000,13/08/2016,3,2,168,1960,Southern Metropolitan
Balwyn North,3,1750000,13/08/2016,2,1,,1948,Southern Metropolitan
Balwyn North,3,980000,14/05/2016,3,1,,,Southern Metropolitan
Balwyn North,3,1230000,14/05/2016,3,3,188,2012,Southern Metropolitan
Balwyn North,7,2600000,14/05/2016,5,3,529,2008,Southern Metropolitan
Balwyn North,4,1950000,14/05/2016,3,3,232,1970,Southern Metropolitan
Balwyn North,5,1750000,15/10/2016,5,2,170,1955,Southern Metropolitan
Balwyn North,5,2000000,15/10/2016,5,2,244,1950,Southern Metropolitan
Balwyn North,3,1480000,15/10/2016,3,1,116,1950,Southern Metropolitan
Balwyn North,4,3000000,15/10/2016,4,3,50,,Southern Metropolitan
Balwyn North,3,1818000,15/10/2016,3,1,90,1930,Southern Metropolitan
Balwyn North,4,2170000,16/04/2016,4,2,,,Southern Metropolitan
Balwyn North,4,2525000,16/04/2016,4,2,196,1960,Southern Metropolitan
Balwyn North,4,3360000,16/04/2016,4,3,420,2003,Southern Metropolitan
Balwyn North,4,1620000,16/07/2016,4,2,,1960,Southern Metropolitan
Balwyn North,3,1903000,16/07/2016,3,1,720,1950,Southern Metropolitan
Balwyn North,4,1712000,17/09/2016,3,2,,,Southern Metropolitan
Balwyn North,4,1720000,18/03/2017,4,3,170,1950,Southern Metropolitan
Balwyn North,4,1670000,18/03/2017,4,1,,,Southern Metropolitan
Balwyn North,2,1350000,18/03/2017,2,1,,,Southern Metropolitan
Balwyn North,4,1675000,18/03/2017,4,2,201,1974,Southern Metropolitan
Balwyn North,4,1680000,18/03/2017,4,3,200,2014,Southern Metropolitan
Balwyn North,3,1800000,18/06/2016,3,1,,,Southern Metropolitan
Balwyn North,4,1550000,18/06/2016,4,3,,,Southern Metropolitan
Balwyn North,5,4000000,18/06/2016,5,5,518,2013,Southern Metropolitan
Balwyn North,3,2900000,18/06/2016,4,2,,,Southern Metropolitan
Balwyn North,4,2205000,19/11/2016,4,2,250,1950,Southern Metropolitan
Balwyn North,3,1137000,19/11/2016,3,2,,,Southern Metropolitan
Balwyn North,3,2100000,19/11/2016,3,2,175,1940,Southern Metropolitan
Balwyn North,2,1389000,22/05/2016,2,1,,,Southern Metropolitan
Balwyn North,2,685000,22/05/2016,2,1,85,1975,Southern Metropolitan
Balwyn North,6,1900000,22/05/2016,6,1,5,,Southern Metropolitan
Balwyn North,3,1335000,22/05/2016,3,2,177,2009,Southern Metropolitan
Balwyn North,3,1600000,22/08/2016,3,2,,,Southern Metropolitan
Balwyn North,3,1830000,22/08/2016,3,2,,,Southern Metropolitan
Balwyn North,4,1900000,22/08/2016,4,2,165,1960,Southern Metropolitan
Balwyn North,5,1500000,23/04/2016,5,2,,,Southern Metropolitan
Balwyn North,2,735000,23/04/2016,2,1,,1970,Southern Metropolitan
Balwyn North,2,1040000,24/09/2016,2,1,112,1995,Southern Metropolitan
Balwyn North,3,1520000,25/02/2017,3,1,,,Southern Metropolitan
Balwyn North,4,1250000,25/02/2017,4,2,153,1950,Southern Metropolitan
Balwyn North,6,1900000,25/02/2017,6,3,,1974,Southern Metropolitan
Balwyn North,5,1875000,27/06/2016,5,3,200,1961,Southern Metropolitan
Balwyn North,4,1530000,27/06/2016,4,2,198,1960,Southern Metropolitan
Balwyn North,4,1700000,27/06/2016,3,2,175,1960,Southern Metropolitan
Balwyn North,3,1238000,27/11/2016,3,2,,2010,Southern Metropolitan
Balwyn North,3,1320000,27/11/2016,3,1,,1960,Southern Metropolitan
Balwyn North,2,560000,27/11/2016,2,1,,1950,Southern Metropolitan
Balwyn North,3,1651000,27/11/2016,3,1,151,1960,Southern Metropolitan
Balwyn North,5,1920000,27/11/2016,5,3,355,1955,Southern Metropolitan
Balwyn North,5,1560000,27/11/2016,5,2,199,1980,Southern Metropolitan
Balwyn North,5,1550000,28/05/2016,7,2,,,Southern Metropolitan
Balwyn North,3,1038000,28/05/2016,3,2,144,2003,Southern Metropolitan
Balwyn North,5,1660000,28/05/2016,4,3,193,1950,Southern Metropolitan
Balwyn North,3,1260000,28/05/2016,3,2,,1997,Southern Metropolitan
Balwyn North,3,2000000,28/08/2016,3,1,,,Southern Metropolitan
Balwyn North,4,2155000,28/08/2016,4,2,,,Southern Metropolitan
Balwyn North,3,1225000,28/08/2016,3,2,,,Southern Metropolitan
Balwyn North,4,2150000,28/08/2016,4,2,,1960,Southern Metropolitan
Balwyn North,3,1770000,28/08/2016,3,2,147,1955,Southern Metropolitan
Balwyn North,2,691500,30/07/2016,3,1,102,1968,Southern Metropolitan
Balwyn North,5,1836000,30/07/2016,4,2,,1957,Southern Metropolitan
Bentleigh,2,636000,3/9/2016,2,1,,1974,Southern Metropolitan
Bentleigh,2,1275000,3/9/2016,2,1,,,Southern Metropolitan
Bentleigh,3,875000,3/9/2016,3,1,121,1950,Southern Metropolitan
Bentleigh,3,895000,3/9/2016,3,2,,1997,Southern Metropolitan
Bentleigh,2,1550000,3/12/2016,2,1,,,Southern Metropolitan
Bentleigh,4,1420000,3/12/2016,4,1,,,Southern Metropolitan
Bentleigh,3,1425000,3/12/2016,3,2,143,1960,Southern Metropolitan
Bentleigh,2,851000,3/12/2016,2,1,250,1970,Southern Metropolitan
Bentleigh,3,1222500,4/2/2016,3,2,181,2000,Southern Metropolitan
Bentleigh,4,1260000,4/3/2017,4,2,,,Southern Metropolitan
Bentleigh,4,2700000,4/6/2016,4,3,,,Southern Metropolitan
Bentleigh,3,900000,4/6/2016,3,2,,1925,Southern Metropolitan
